source_file,level,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10
bootstrap_means_data_59756_324_02_run_1.csv,02,-0.152777777777778,-0.136111111111111,-0.147222222222222,-0.127777777777778,-0.152777777777778,-0.136111111111111,-0.175,-0.133333333333333,-0.141666666666667,-0.130555555555556
bootstrap_means_data_59756_324_02_run_10.csv,02,-0.161111111111111,-0.138888888888889,-0.136111111111111,-0.127777777777778,-0.169444444444444,-0.158333333333333,-0.152777777777778,-0.141666666666667,-0.147222222222222,-0.130555555555556
bootstrap_means_data_59756_324_02_run_11.csv,02,-0.133333333333333,-0.144444444444444,-0.141666666666667,-0.136111111111111,-0.136111111111111,-0.130555555555556,-0.125,-0.183333333333333,-0.141666666666667,-0.130555555555556
bootstrap_means_data_59756_324_02_run_12.csv,02,-0.0972222222222222,-0.133333333333333,-0.127777777777778,-0.136111111111111,-0.141666666666667,-0.15,-0.136111111111111,-0.116666666666667,-0.113888888888889,-0.147222222222222
bootstrap_means_data_59756_324_02_run_13.csv,02,-0.138888888888889,-0.130555555555556,-0.186111111111111,-0.155555555555556,-0.177777777777778,-0.116666666666667,-0.141666666666667,-0.116666666666667,-0.127777777777778,-0.116666666666667
bootstrap_means_data_59756_324_02_run_14.csv,02,-0.122222222222222,-0.172222222222222,-0.141666666666667,-0.15,-0.163888888888889,-0.15,-0.138888888888889,-0.125,-0.141666666666667,-0.152777777777778
bootstrap_means_data_59756_324_02_run_15.csv,02,-0.163888888888889,-0.166666666666667,-0.136111111111111,-0.130555555555556,-0.125,-0.147222222222222,-0.133333333333333,-0.125,-0.152777777777778,-0.0916666666666667
bootstrap_means_data_59756_324_02_run_16.csv,02,-0.172222222222222,-0.152777777777778,-0.141666666666667,-0.138888888888889,-0.122222222222222,-0.158333333333333,-0.122222222222222,-0.127777777777778,-0.177777777777778,-0.163888888888889
bootstrap_means_data_59756_324_02_run_17.csv,02,-0.127777777777778,-0.130555555555556,-0.138888888888889,-0.15,-0.138888888888889,-0.152777777777778,-0.141666666666667,-0.166666666666667,-0.108333333333333,-0.152777777777778
bootstrap_means_data_59756_324_02_run_18.csv,02,-0.130555555555556,-0.147222222222222,-0.138888888888889,-0.0944444444444444,-0.136111111111111,-0.144444444444444,-0.122222222222222,-0.177777777777778,-0.161111111111111,-0.138888888888889
bootstrap_means_data_59756_324_02_run_19.csv,02,-0.136111111111111,-0.116666666666667,-0.138888888888889,-0.161111111111111,-0.15,-0.166666666666667,-0.161111111111111,-0.158333333333333,-0.130555555555556,-0.136111111111111
bootstrap_means_data_59756_324_02_run_2.csv,02,-0.144444444444444,-0.138888888888889,-0.152777777777778,-0.15,-0.15,-0.15,-0.177777777777778,-0.172222222222222,-0.122222222222222,-0.175
bootstrap_means_data_59756_324_02_run_20.csv,02,-0.155555555555556,-0.141666666666667,-0.125,-0.144444444444444,-0.130555555555556,-0.136111111111111,-0.122222222222222,-0.172222222222222,-0.141666666666667,-0.183333333333333
bootstrap_means_data_59756_324_02_run_21.csv,02,-0.147222222222222,-0.127777777777778,-0.155555555555556,-0.169444444444444,-0.186111111111111,-0.116666666666667,-0.125,-0.15,-0.111111111111111,-0.136111111111111
bootstrap_means_data_59756_324_02_run_22.csv,02,-0.133333333333333,-0.136111111111111,-0.141666666666667,-0.158333333333333,-0.127777777777778,-0.163888888888889,-0.144444444444444,-0.158333333333333,-0.158333333333333,-0.105555555555556
bootstrap_means_data_59756_324_02_run_23.csv,02,-0.166666666666667,-0.127777777777778,-0.15,-0.152777777777778,-0.133333333333333,-0.136111111111111,-0.147222222222222,-0.111111111111111,-0.158333333333333,-0.1
bootstrap_means_data_59756_324_02_run_24.csv,02,-0.180555555555556,-0.147222222222222,-0.136111111111111,-0.147222222222222,-0.161111111111111,-0.127777777777778,-0.119444444444444,-0.152777777777778,-0.113888888888889,-0.122222222222222
