level,run,original_mean,boot_mean,ci_level,ci_lower,ci_upper,instrument,nominal
data_59756_324_90,23,93.6388888888889,93.6382386111111,0.95,93.1527777777778,94.0555555555556,59756_324,90
data_59756_324_90,24,93.6388888888889,93.6419519444444,0.95,93.15,94.0555555555556,59756_324,90
data_59756_324_90,25,93.6388888888889,93.6430530555556,0.95,93.1416666666667,94.0638888888889,59756_324,90
data_59756_324_90,26,93.6388888888889,93.6352472222222,0.95,93.1594798180174,94.0611111111111,59756_324,90
data_59756_324_90,27,93.6388888888889,93.6395933333333,0.95,93.15,94.0527777777778,59756_324,90
data_59756_324_90,28,93.6388888888889,93.6402841666667,0.95,93.1555555555556,94.0444444444445,59756_324,90
data_59756_324_90,29,93.6388888888889,93.6347544444444,0.95,93.1611111111111,94.0638888888889,59756_324,90
data_59756_324_90,30,93.6388888888889,93.6368097222222,0.95,93.1472222222222,94.0583333333333,59756_324,90
data_59756_324_135,1,132.102777777778,132.109045555556,0.95,130.563888888889,133.561111111111,59756_324,135
data_59756_324_135,2,132.102777777778,132.102821388889,0.95,130.538632593031,133.533333333333,59756_324,135
data_59756_324_135,3,132.102777777778,132.103680833333,0.95,130.576923141827,133.563888888889,59756_324,135
data_59756_324_135,4,132.102777777778,132.099405,0.95,130.586111111111,133.586111111111,59756_324,135
data_59756_324_135,5,132.102777777778,132.1008675,0.95,130.562567999233,133.605949089516,59756_324,135
data_59756_324_135,6,132.102777777778,132.106908888889,0.95,130.615720703157,133.588888888889,59756_324,135
data_59756_324_135,7,132.102777777778,132.103375555556,0.95,130.561111111111,133.566666666667,59756_324,135
data_59756_324_135,8,132.102777777778,132.108545,0.95,130.568378786283,133.580555555556,59756_324,135
data_59756_324_135,9,132.102777777778,132.09192,0.95,130.642316287077,133.525,59756_324,135
data_59756_324_135,10,132.102777777778,132.103680833333,0.95,130.589918020323,133.583769336985,59756_324,135
data_59756_324_135,11,132.102777777778,132.095605,0.95,130.602777777778,133.580002255035,59756_324,135
data_59756_324_135,12,132.102777777778,132.101813333333,0.95,130.563888888889,133.605555555556,59756_324,135
data_59756_324_135,13,132.102777777778,132.103551666667,0.95,130.563888888889,133.530555555556,59756_324,135
data_59756_324_135,14,132.102777777778,132.101068611111,0.95,130.577777777778,133.525,59756_324,135
data_59756_324_135,15,132.102777777778,132.103516666667,0.95,130.558333333333,133.544444444444,59756_324,135
data_59756_324_135,16,132.102777777778,132.094082222222,0.95,130.622222222222,133.621943850873,59756_324,135
data_59756_324_135,17,132.102777777778,132.102733611111,0.95,130.6,133.583333333333,59756_324,135
data_59756_324_135,18,132.102777777778,132.115907222222,0.95,130.549399653452,133.563888888889,59756_324,135
data_59756_324_135,19,132.102777777778,132.095873333333,0.95,130.591666666667,133.583333333333,59756_324,135
data_59756_324_135,20,132.102777777778,132.098332222222,0.95,130.561111111111,133.558333333333,59756_324,135
data_59756_324_135,21,132.102777777778,132.106953611111,0.95,130.613888888889,133.561111111111,59756_324,135
data_59756_324_135,22,132.102777777778,132.107208611111,0.95,130.594444444444,133.580555555556,59756_324,135
data_59756_324_135,23,132.102777777778,132.109854166667,0.95,130.550640689219,133.541666666667,59756_324,135
data_59756_324_135,24,132.102777777778,132.11090888888901,0.95,130.552777777778,133.553525964085,59756_324,135
data_59756_324_135,25,132.102777777778,132.106664444444,0.95,130.549445042964,133.520135363458,59756_324,135
data_59756_324_135,26,132.102777777778,132.112594444444,0.95,130.563838912053,133.547222222222,59756_324,135
data_59756_324_135,27,132.102777777778,132.101795833333,0.95,130.586111111111,133.561566159319,59756_324,135
data_59756_324_135,28,132.102777777778,132.097938611111,0.95,130.594036477837,133.613888888889,59756_324,135
data_59756_324_135,29,132.102777777778,132.107770833333,0.95,130.598389347322,133.541666666667,59756_324,135
data_59756_324_135,30,132.102777777778,132.109015555556,0.95,130.627777777778,133.597222222222,59756_324,135
data_59756_324_180,1,182.138888888889,182.137158333333,0.95,181.372700579869,182.8,59756_324,180
data_59756_324_180,2,182.138888888889,182.133046388889,0.95,181.302777777778,182.783333333333,59756_324,180
data_59756_324_180,3,182.138888888889,182.146156388889,0.95,181.327777777778,182.786111111111,59756_324,180
data_59756_324_180,4,182.138888888889,182.144652222222,0.95,181.336111111111,182.801039661036,59756_324,180
data_59756_324_180,5,182.138888888889,182.135875833333,0.95,181.326231378839,182.797222222222,59756_324,180
data_59756_324_180,6,182.138888888889,182.145286944444,0.95,181.34230154618,182.8,59756_324,180
data_59756_324_180,7,182.138888888889,182.137641666667,0.95,181.333333333333,182.8,59756_324,180
data_59756_324_180,8,182.138888888889,182.137870277778,0.95,181.35,182.802777777778,59756_324,180
data_59756_324_180,9,182.138888888889,182.143460833333,0.95,181.341666666667,182.805555555556,59756_324,180
data_59756_324_180,10,182.138888888889,182.145415,0.95,181.352112504925,182.791666666667,59756_324,180
data_59756_324_180,11,182.138888888889,182.138077777778,0.95,181.347776437546,182.805555555556,59756_324,180
data_59756_324_180,12,182.138888888889,182.139494166667,0.95,181.313888888889,182.788888888889,59756_324,180
data_59756_324_180,13,182.138888888889,182.130617777778,0.95,181.341666666667,182.802741958693,59756_324,180
data_59756_324_180,14,182.138888888889,182.136209722222,0.95,181.319444444444,182.811111111111,59756_324,180
data_59756_324_180,15,182.138888888889,182.136316666667,0.95,181.377777777778,182.800984927237,59756_324,180
data_59756_324_180,16,182.138888888889,182.133272222222,0.95,181.310493286096,182.808333333333,59756_324,180
data_59756_324_180,17,182.138888888889,182.143116944444,0.95,181.325,182.805555555556,59756_324,180
data_59756_324_180,18,182.138888888889,182.1423,0.95,181.35,182.797222222222,59756_324,180
data_59756_324_180,19,182.138888888889,182.135800833333,0.95,181.344721552106,182.808333333333,59756_324,180
data_59756_324_180,20,182.138888888889,182.137141666667,0.95,181.372222222222,182.819731007754,59756_324,180
data_59756_324_180,21,182.138888888889,182.137504722222,0.95,181.355555555556,182.812158682624,59756_324,180
data_59756_324_180,22,182.138888888889,182.138728611111,0.95,181.35,182.813888888889,59756_324,180
data_59756_324_180,23,182.138888888889,182.136291111111,0.95,181.334387492943,182.822222222222,59756_324,180
data_59756_324_180,24,182.138888888889,182.136858611111,0.95,181.344444444444,182.784090427962,59756_324,180
data_59756_324_180,25,182.138888888889,182.1423575,0.95,181.341666666667,182.813888888889,59756_324,180
data_59756_324_180,26,182.138888888889,182.137025833333,0.95,181.358333333333,182.816998568386,59756_324,180
data_59756_324_180,27,182.138888888889,182.140716388889,0.95,181.35,182.811111111111,59756_324,180
data_59756_324_180,28,182.138888888889,182.134888055556,0.95,181.377777777778,182.822222222222,59756_324,180
data_59756_324_180,29,182.138888888889,182.130400277778,0.95,181.344056586065,182.816666666667,59756_324,180
data_59756_324_180,30,182.138888888889,182.139547777778,0.95,181.327777777778,182.811111111111,59756_324,180
data_59756_324_02,1,-0.144444444444444,-0.144264722222222,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,2,-0.144444444444444,-0.14424944444444401,0.95,-0.180555555555556,-0.108660992910646,59756_324,02
data_59756_324_02,3,-0.144444444444444,-0.144491944444444,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,4,-0.144444444444444,-0.144584722222222,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,5,-0.144444444444444,-0.144631111111111,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,6,-0.144444444444444,-0.144609722222222,0.95,-0.180555555555556,-0.108333333333333,59756_324,02
data_59756_324_02,7,-0.144444444444444,-0.144269444444444,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,8,-0.144444444444444,-0.14452,0.95,-0.180555555555556,-0.108333333333333,59756_324,02
data_59756_324_02,9,-0.144444444444444,-0.144477222222222,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,10,-0.144444444444444,-0.144586944444444,0.95,-0.180555555555556,-0.108333333333333,59756_324,02
data_59756_324_02,11,-0.144444444444444,-0.1443725,0.95,-0.180555555555556,-0.108333333333333,59756_324,02
data_59756_324_02,12,-0.144444444444444,-0.144344722222222,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,13,-0.144444444444444,-0.144271944444444,0.95,-0.180555555555556,-0.108333333333333,59756_324,02
data_59756_324_02,14,-0.144444444444444,-0.144405833333333,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,15,-0.144444444444444,-0.144457222222222,0.95,-0.180555555555556,-0.108333333333333,59756_324,02
data_59756_324_02,16,-0.144444444444444,-0.144331944444444,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,17,-0.144444444444444,-0.144405555555556,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,18,-0.144444444444444,-0.1441925,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,19,-0.144444444444444,-0.1444125,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,20,-0.144444444444444,-0.144325277777778,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,21,-0.144444444444444,-0.144322777777778,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,22,-0.144444444444444,-0.14439,0.95,-0.180555555555556,-0.108333333333333,59756_324,02
data_59756_324_02,23,-0.144444444444444,-0.1446025,0.95,-0.180555555555556,-0.108333333333333,59756_324,02
data_59756_324_02,24,-0.144444444444444,-0.144496388888889,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,25,-0.144444444444444,-0.144167777777778,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,26,-0.144444444444444,-0.144518333333333,0.95,-0.180555555555556,-0.111111111111111,59756_324,02
data_59756_324_02,27,-0.144444444444444,-0.144043333333333,0.95,-0.180555555555556,-0.108333333333333,59756_324,02
data_59756_324_02,28,-0.144444444444444,-0.144123888888889,0.95,-0.180555555555556,-0.108333333333333,59756_324,02
data_59756_324_02,29,-0.144444444444444,-0.144697222222222,0.95,-0.180555555555556,-0.108333333333333,59756_324,02
data_59756_324_02,30,-0.144444444444444,-0.144529444444444,0.95,-0.180555555555556,-0.108333333333333,59756_324,02
