level,run,original_mean,boot_mean,ci_level,ci_lower,ci_upper,instrument,nominal
data_SRP_02,21,-0.0388888888888889,-0.0390919444444444,0.95,-0.0805555555555556,-0.0111111111111111,SRP,02
data_SRP_02,22,-0.0388888888888889,-0.0385041666666667,0.95,-0.0821790450695354,-0.0111111111111111,SRP,02
data_SRP_02,23,-0.0388888888888889,-0.0389555555555556,0.95,-0.0805555555555556,-0.0111111111111111,SRP,02
data_SRP_02,24,-0.0388888888888889,-0.0389677777777778,0.95,-0.0815085489536738,-0.0111111111111111,SRP,02
data_SRP_02,25,-0.0388888888888889,-0.0390216666666667,0.95,-0.0805555555555556,-0.0111111111111111,SRP,02
data_SRP_02,26,-0.0388888888888889,-0.0390863888888889,0.95,-0.0833333333333333,-0.0111111111111111,SRP,02
data_SRP_02,27,-0.0388888888888889,-0.0387736111111111,0.95,-0.0805555555555556,-0.0111111111111111,SRP,02
data_SRP_02,28,-0.0388888888888889,-0.0390222222222222,0.95,-0.0805555555555556,-0.0111111111111111,SRP,02
data_SRP_02,29,-0.0388888888888889,-0.0387113888888889,0.95,-0.0805555555555556,-0.0111111111111111,SRP,02
data_SRP_02,30,-0.0388888888888889,-0.038785,0.95,-0.0833333333333333,-0.0111111111111111,SRP,02
data_59756_324_0,1,-0.136111111111111,-0.135698888888889,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,2,-0.136111111111111,-0.136303333333333,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,3,-0.136111111111111,-0.136114722222222,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,4,-0.136111111111111,-0.135960555555556,0.95,-0.175,-0.0944444444444444,59756_324,0
data_59756_324_0,5,-0.136111111111111,-0.135926666666667,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,6,-0.136111111111111,-0.136290833333333,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,7,-0.136111111111111,-0.135917777777778,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,8,-0.136111111111111,-0.136261388888889,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,9,-0.136111111111111,-0.136155555555556,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,10,-0.136111111111111,-0.136187222222222,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,11,-0.136111111111111,-0.136193888888889,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,12,-0.136111111111111,-0.135843611111111,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,13,-0.136111111111111,-0.136077777777778,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,14,-0.136111111111111,-0.136339166666667,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,15,-0.136111111111111,-0.135887777777778,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,16,-0.136111111111111,-0.135627777777778,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,17,-0.136111111111111,-0.135633611111111,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,18,-0.136111111111111,-0.136118888888889,0.95,-0.175,-0.0944444444444444,59756_324,0
data_59756_324_0,19,-0.136111111111111,-0.136300555555556,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,20,-0.136111111111111,-0.136308055555556,0.95,-0.175,-0.0944444444444444,59756_324,0
data_59756_324_0,21,-0.136111111111111,-0.136468333333333,0.95,-0.175,-0.0944444444444444,59756_324,0
data_59756_324_0,22,-0.136111111111111,-0.136273055555556,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,23,-0.136111111111111,-0.136023611111111,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,24,-0.136111111111111,-0.1359475,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,25,-0.136111111111111,-0.136242222222222,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,26,-0.136111111111111,-0.136216388888889,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,27,-0.136111111111111,-0.136001666666667,0.95,-0.175,-0.0944444444444444,59756_324,0
data_59756_324_0,28,-0.136111111111111,-0.135802777777778,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,29,-0.136111111111111,-0.136,0.95,-0.175,-0.0972222222222222,59756_324,0
data_59756_324_0,30,-0.136111111111111,-0.135988333333333,0.95,-0.175,-0.0944444444444444,59756_324,0
data_59756_324_45,1,46.4888888888889,46.487875,0.95,46.1416666666667,46.7777777777778,59756_324,45
data_59756_324_45,2,46.4888888888889,46.4898622222222,0.95,46.1277777777778,46.7805555555556,59756_324,45
data_59756_324_45,3,46.4888888888889,46.4859158333333,0.95,46.1277777777778,46.7861111111111,59756_324,45
data_59756_324_45,4,46.4888888888889,46.4883013888889,0.95,46.1305555555556,46.7805555555556,59756_324,45
data_59756_324_45,5,46.4888888888889,46.4891125,0.95,46.1388888888889,46.7833333333333,59756_324,45
data_59756_324_45,6,46.4888888888889,46.4896702777778,0.95,46.125,46.7805555555556,59756_324,45
data_59756_324_45,7,46.4888888888889,46.4919902777778,0.95,46.1222222222222,46.775,59756_324,45
data_59756_324_45,8,46.4888888888889,46.4882952777778,0.95,46.1333333333333,46.7861111111111,59756_324,45
data_59756_324_45,9,46.4888888888889,46.4863069444444,0.95,46.125,46.7722222222222,59756_324,45
data_59756_324_45,10,46.4888888888889,46.4878775,0.95,46.1305555555556,46.7729659015517,59756_324,45
data_59756_324_45,11,46.4888888888889,46.4871988888889,0.95,46.1333333333333,46.7805555555556,59756_324,45
data_59756_324_45,12,46.4888888888889,46.489455,0.95,46.1388888888889,46.7833333333333,59756_324,45
data_59756_324_45,13,46.4888888888889,46.4904566666667,0.95,46.1222222222222,46.7805555555556,59756_324,45
data_59756_324_45,14,46.4888888888889,46.4883538888889,0.95,46.1305555555556,46.7888888888889,59756_324,45
data_59756_324_45,15,46.4888888888889,46.49169,0.95,46.1329819373701,46.7861111111111,59756_324,45
data_59756_324_45,16,46.4888888888889,46.4893691666667,0.95,46.1277777777778,46.7805555555556,59756_324,45
data_59756_324_45,17,46.4888888888889,46.4873394444444,0.95,46.1305555555556,46.7808434251092,59756_324,45
data_59756_324_45,18,46.4888888888889,46.4884016666667,0.95,46.1333333333333,46.7805555555556,59756_324,45
data_59756_324_45,19,46.4888888888889,46.4908777777778,0.95,46.1111111111111,46.775,59756_324,45
data_59756_324_45,20,46.4888888888889,46.4885844444444,0.95,46.1305555555556,46.7777777777778,59756_324,45
data_59756_324_45,21,46.4888888888889,46.4903619444444,0.95,46.1361111111111,46.7833333333333,59756_324,45
data_59756_324_45,22,46.4888888888889,46.4899633333333,0.95,46.125,46.7833333333333,59756_324,45
data_59756_324_45,23,46.4888888888889,46.488395,0.95,46.125,46.7805555555556,59756_324,45
data_59756_324_45,24,46.4888888888889,46.4886822222222,0.95,46.1305555555556,46.775,59756_324,45
data_59756_324_45,25,46.4888888888889,46.4896711111111,0.95,46.1305555555556,46.7805555555556,59756_324,45
data_59756_324_45,26,46.4888888888889,46.4888605555556,0.95,46.1305555555556,46.775,59756_324,45
data_59756_324_45,27,46.4888888888889,46.4904744444444,0.95,46.122981783733,46.777850780821,59756_324,45
data_59756_324_45,28,46.4888888888889,46.4908030555556,0.95,46.1277777777778,46.7805555555556,59756_324,45
data_59756_324_45,29,46.4888888888889,46.4908947222222,0.95,46.1333333333333,46.7805555555556,59756_324,45
data_59756_324_45,30,46.4888888888889,46.4878316666667,0.95,46.125,46.7805555555556,59756_324,45
data_59756_324_90,1,93.6388888888889,93.6422408333333,0.95,93.1426724136512,94.0583333333333,59756_324,90
data_59756_324_90,2,93.6388888888889,93.6365830555556,0.95,93.15,94.0666666666667,59756_324,90
data_59756_324_90,3,93.6388888888889,93.6385022222222,0.95,93.1638888888889,94.0611111111111,59756_324,90
data_59756_324_90,4,93.6388888888889,93.6421652777778,0.95,93.15,94.0555555555556,59756_324,90
data_59756_324_90,5,93.6388888888889,93.6362455555556,0.95,93.1583333333333,94.0666666666667,59756_324,90
data_59756_324_90,6,93.6388888888889,93.6365252777778,0.95,93.1472222222222,94.0583333333333,59756_324,90
data_59756_324_90,7,93.6388888888889,93.6374558333333,0.95,93.16627110645,94.0611111111111,59756_324,90
data_59756_324_90,8,93.6388888888889,93.6323352777778,0.95,93.1583333333333,94.0583333333333,59756_324,90
data_59756_324_90,9,93.6388888888889,93.6428355555555,0.95,93.1583333333333,94.0666666666667,59756_324,90
data_59756_324_90,10,93.6388888888889,93.6413922222222,0.95,93.1583333333333,94.0666666666667,59756_324,90
data_59756_324_90,11,93.6388888888889,93.6352572222222,0.95,93.1611111111111,94.0555555555556,59756_324,90
data_59756_324_90,12,93.6388888888889,93.6421672222222,0.95,93.1333333333333,94.0472222222222,59756_324,90
data_59756_324_90,13,93.6388888888889,93.6359911111111,0.95,93.1611111111111,94.0611111111111,59756_324,90
data_59756_324_90,14,93.6388888888889,93.6410841666667,0.95,93.1555555555556,94.0611111111111,59756_324,90
data_59756_324_90,15,93.6388888888889,93.6343325,0.95,93.1694444444444,94.0666666666667,59756_324,90
data_59756_324_90,16,93.6388888888889,93.6383480555556,0.95,93.1555555555556,94.05,59756_324,90
data_59756_324_90,17,93.6388888888889,93.6407361111111,0.95,93.1555555555556,94.0388888888889,59756_324,90
data_59756_324_90,18,93.6388888888889,93.6367872222222,0.95,93.1694444444444,94.0777777777778,59756_324,90
data_59756_324_90,19,93.6388888888889,93.6388663888889,0.95,93.1527777777778,94.0611111111111,59756_324,90
data_59756_324_90,20,93.6388888888889,93.6399502777778,0.95,93.1554090462959,94.0583333333333,59756_324,90
data_59756_324_90,21,93.6388888888889,93.6420113888889,0.95,93.1666666666667,94.0569851350929,59756_324,90
data_59756_324_90,22,93.6388888888889,93.6453141666667,0.95,93.15,94.0527777777778,59756_324,90
