"date","device","poll","conc","vg","conex"
"8/22/25 15:03","49C","O3","0.000","0 ppb","M"
"8/22/25 15:04","49C","O3","0.000","0 ppb","M"
"8/22/25 15:05","49C","O3","0.000","0 ppb","M"
"8/22/25 15:06","49C","O3","0.000","0 ppb","M"
"8/22/25 15:07","49C","O3","0.000","0 ppb","M"
"8/22/25 15:08","49C","O3","0.000","0 ppb","M"
"8/22/25 15:09","49C","O3","0.000","0 ppb","M"
"8/22/25 15:10","49C","O3","0.000","0 ppb","M"
"8/22/25 15:11","49C","O3","0.000","0 ppb","M"
"8/22/25 15:12","49C","O3","0.000","0 ppb","M"
"8/22/25 15:13","49C","O3","0.000","0 ppb","M"
"8/22/25 15:14","49C","O3","0.000","0 ppb","M"
"8/22/25 15:15","49C","O3","0.001","0 ppb","M"
"8/22/25 15:16","49C","O3","0.000","0 ppb","M"
"8/22/25 15:17","49C","O3","0.000","0 ppb","M"
"8/22/25 15:18","49C","O3","0.000","0 ppb","M"
"8/22/25 15:19","49C","O3","0.000","0 ppb","M"
"8/22/25 15:20","49C","O3","0.000","0 ppb","M"
"8/22/25 15:21","49C","O3","0.000","0 ppb","M"
"8/22/25 15:22","49C","O3","0.000","0 ppb","M"
"8/22/25 15:23","49C","O3","0.000","0 ppb","M"
"8/22/25 15:24","49C","O3","0.000","0 ppb","M"
"8/22/25 15:25","49C","O3","0.000","0 ppb","M"
"8/22/25 15:26","49C","O3","0.000","0 ppb","M"
"8/22/25 15:27","49C","O3","0.000","0 ppb","M"
"8/22/25 15:28","49C","O3","0.000","0 ppb","M"
"8/22/25 15:29","49C","O3","0.000","0 ppb","M"
"8/22/25 15:30","49C","O3","0.000","0 ppb","M"
"8/22/25 15:31","49C","O3","0.000","0 ppb","M"
"8/22/25 15:32","49C","O3","0.000","0 ppb","M"
"8/22/25 15:33","49C","O3","0.000","0 ppb","M"
