"date","device","poll","c","vg","conex"
"8/12/25 12:54","APNA-370","NO",182.2,"180 ppb","M"
"8/12/25 12:55","APNA-370","NO",182.4,"180 ppb","M"
"8/12/25 12:56","APNA-370","NO",182.2,"180 ppb","M"
"8/12/25 12:57","APNA-370","NO",182.1,"180 ppb","M"
"8/12/25 12:58","APNA-370","NO",182.2,"180 ppb","M"
"8/12/25 12:59","APNA-370","NO",182,"180 ppb","M"
"8/12/2025 13:00 PM","APNA-370","NO",182.2,"180 ppb","M"
"8/12/2025 13:01 PM","APNA-370","NO",182,"180 ppb","M"
"8/12/2025 13:02 PM","APNA-370","NO",182.3,"180 ppb","M"
"8/12/2025 13:03 PM","APNA-370","NO",182.3,"180 ppb","M"
"8/12/2025 13:04 PM","APNA-370","NO",182.7,"180 ppb","M"
"8/12/2025 13:05 PM","APNA-370","NO",182.6,"180 ppb","M"
"8/12/2025 13:06 PM","APNA-370","NO",182.5,"180 ppb","M"
"8/12/2025 13:07 PM","APNA-370","NO",182,"180 ppb","M"
"8/12/2025 13:08 PM","APNA-370","NO",182.5,"180 ppb","M"
"8/12/2025 13:09 PM","APNA-370","NO",182.9,"180 ppb","M"
"8/12/2025 13:10 PM","APNA-370","NO",182.3,"180 ppb","M"
"8/12/2025 13:11 PM","APNA-370","NO",182.3,"180 ppb","M"
"8/12/2025 13:12 PM","APNA-370","NO",182.3,"180 ppb","M"
"8/12/2025 13:13 PM","APNA-370","NO",182.1,"180 ppb","M"
"8/12/2025 13:14 PM","APNA-370","NO",181.7,"180 ppb","M"
"8/12/2025 13:15 PM","APNA-370","NO",181.9,"180 ppb","M"
"8/12/2025 13:16 PM","APNA-370","NO",182.3,"180 ppb","M"
"8/12/2025 13:17 PM","APNA-370","NO",182.5,"180 ppb","M"
"8/12/2025 13:18 PM","APNA-370","NO",182.4,"180 ppb","M"
"8/12/2025 13:19 PM","APNA-370","NO",182.4,"180 ppb","M"
"8/12/2025 13:20 PM","APNA-370","NO",182.7,"180 ppb","M"
"8/12/2025 13:21 PM","APNA-370","NO",182.7,"180 ppb","M"
"8/12/2025 13:22 PM","APNA-370","NO",182.5,"180 ppb","M"
"8/12/2025 13:23 PM","APNA-370","NO",182.2,"180 ppb","M"
"8/12/2025 13:24 PM","APNA-370","NO",182.4,"180 ppb","M"
"8/12/2025 13:25 PM","APNA-370","NO",182.7,"180 ppb","M"
"8/12/2025 13:26 PM","APNA-370","NO",182.1,"180 ppb","M"
"8/12/2025 13:27 PM","APNA-370","NO",182.1,"180 ppb","M"
"8/12/2025 13:28 PM","APNA-370","NO",182.5,"180 ppb","M"
"8/12/2025 13:29 PM","APNA-370","NO",182.2,"180 ppb","M"
"8/12/2025 13:30 PM","APNA-370","NO",182.8,"180 ppb","M"
"8/12/2025 13:31 PM","APNA-370","NO",182.6,"180 ppb","M"
"8/12/2025 13:32 PM","APNA-370","NO",182.2,"180 ppb","M"
"8/12/2025 13:33 PM","APNA-370","NO",182.4,"180 ppb","M"
"8/12/2025 13:34 PM","APNA-370","NO",182.1,"180 ppb","M"
"8/12/2025 13:35 PM","APNA-370","NO",182.4,"180 ppb","M"
"8/12/2025 13:36 PM","APNA-370","NO",182.5,"180 ppb","M"
"8/12/2025 13:37 PM","APNA-370","NO",182.4,"180 ppb","M"
"8/12/2025 13:38 PM","APNA-370","NO",182.6,"180 ppb","M"
"8/12/2025 13:39 PM","APNA-370","NO",182.6,"180 ppb","M"
"8/12/2025 13:40 PM","APNA-370","NO",182.4,"180 ppb","M"
"8/12/2025 13:41 PM","APNA-370","NO",182.5,"180 ppb","M"
"8/12/2025 13:42 PM","APNA-370","NO",182.5,"180 ppb","M"
"8/12/2025 13:43 PM","APNA-370","NO",182.7,"180 ppb","M"
"8/12/2025 13:44 PM","APNA-370","NO",182.4,"180 ppb","M"
"8/12/2025 13:45 PM","APNA-370","NO",182.7,"180 ppb","M"
"8/12/2025 13:46 PM","APNA-370","NO",182.4,"180 ppb","M"
"8/12/2025 13:47 PM","APNA-370","NO",181.2,"180 ppb","M"
"8/12/2025 13:48 PM","APNA-370","NO",179.6,"180 ppb","M"
