"date","device","poll","c","vg","conex"
"9/9/25 7:30","HAPSA-370","SO2",180.4,"180 ppb","M"
"9/9/25 7:31","HAPSA-370","SO2",180.3,"180 ppb","M"
"9/9/25 7:32","HAPSA-370","SO2",180.7,"180 ppb","M"
"9/9/25 7:33","HAPSA-370","SO2",180.3,"180 ppb","M"
"9/9/25 7:34","HAPSA-370","SO2",180.4,"180 ppb","M"
"9/9/25 7:35","HAPSA-370","SO2",180.6,"180 ppb","M"
"9/9/25 7:36","HAPSA-370","SO2",180.7,"180 ppb","M"
"9/9/25 7:37","HAPSA-370","SO2",180.5,"180 ppb","M"
"9/9/25 7:38","HAPSA-370","SO2",180.5,"180 ppb","M"
"9/9/25 7:39","HAPSA-370","SO2",181.2,"180 ppb","M"
"9/9/25 7:40","HAPSA-370","SO2",181.5,"180 ppb","M"
"9/9/25 7:41","HAPSA-370","SO2",181.9,"180 ppb","M"
"9/9/25 7:42","HAPSA-370","SO2",181.4,"180 ppb","M"
"9/9/25 7:43","HAPSA-370","SO2",180.9,"180 ppb","M"
"9/9/25 7:44","HAPSA-370","SO2",181.2,"180 ppb","M"
"9/9/25 7:45","HAPSA-370","SO2",181.8,"180 ppb","M"
"9/9/25 7:46","HAPSA-370","SO2",182.1,"180 ppb","M"
"9/9/25 7:47","HAPSA-370","SO2",181.9,"180 ppb","M"
"9/9/25 7:48","HAPSA-370","SO2",181.7,"180 ppb","M"
"9/9/25 7:49","HAPSA-370","SO2",181.7,"180 ppb","M"
"9/9/25 7:50","HAPSA-370","SO2",181.8,"180 ppb","M"
"9/9/25 7:51","HAPSA-370","SO2",181.7,"180 ppb","M"
"9/9/25 7:52","HAPSA-370","SO2",181.7,"180 ppb","M"
"9/9/25 7:53","HAPSA-370","SO2",181.8,"180 ppb","M"
"9/9/25 7:54","HAPSA-370","SO2",181.8,"180 ppb","M"
"9/9/25 7:55","HAPSA-370","SO2",182.1,"180 ppb","M"
"9/9/25 7:56","HAPSA-370","SO2",182.1,"180 ppb","M"
"9/9/25 7:57","HAPSA-370","SO2",181.8,"180 ppb","M"
"9/9/25 7:58","HAPSA-370","SO2",181.4,"180 ppb","M"
"9/9/25 7:59","HAPSA-370","SO2",181.2,"180 ppb","M"
"9/9/25 8:00","HAPSA-370","SO2",181.7,"180 ppb","M"
"9/9/25 8:01","HAPSA-370","SO2",181.6,"180 ppb","M"
"9/9/25 8:02","HAPSA-370","SO2",181,"180 ppb","M"
"9/9/25 8:03","HAPSA-370","SO2",181.6,"180 ppb","M"
"9/9/25 8:04","HAPSA-370","SO2",181.5,"180 ppb","M"
"9/9/25 8:05","HAPSA-370","SO2",181.8,"180 ppb","M"
"9/9/25 8:06","HAPSA-370","SO2",181.6,"180 ppb","M"
"9/9/25 8:07","HAPSA-370","SO2",181.3,"180 ppb","M"
"9/9/25 8:08","HAPSA-370","SO2",181.3,"180 ppb","M"
"9/9/25 8:09","HAPSA-370","SO2",180.7,"180 ppb","M"
"9/9/25 8:10","HAPSA-370","SO2",181.2,"180 ppb","M"
"9/9/25 8:11","HAPSA-370","SO2",180.8,"180 ppb","M"
"9/9/25 8:12","HAPSA-370","SO2",180.2,"180 ppb","M"
"9/9/25 8:13","HAPSA-370","SO2",180.7,"180 ppb","M"
"9/9/25 8:14","HAPSA-370","SO2",180.3,"180 ppb","M"
"9/9/25 8:15","HAPSA-370","SO2",179.7,"180 ppb","M"
"9/9/25 8:16","HAPSA-370","SO2",180.1,"180 ppb","M"
"9/9/25 8:17","HAPSA-370","SO2",180.2,"180 ppb","M"
"9/9/25 8:18","HAPSA-370","SO2",179.9,"180 ppb","M"
"9/9/25 8:19","HAPSA-370","SO2",179.3,"180 ppb","M"
"9/9/25 8:20","HAPSA-370","SO2",179.4,"180 ppb","M"
"9/9/25 8:21","HAPSA-370","SO2",179.5,"180 ppb","M"
"9/9/25 8:22","HAPSA-370","SO2",179.3,"180 ppb","M"
"9/9/25 8:23","HAPSA-370","SO2",179.2,"180 ppb","M"
"9/9/25 8:24","HAPSA-370","SO2",179,"180 ppb","M"
"9/9/25 8:25","HAPSA-370","SO2",179.1,"180 ppb","M"
"9/9/25 8:26","HAPSA-370","SO2",179.5,"180 ppb","M"
"9/9/25 8:27","HAPSA-370","SO2",179.6,"180 ppb","M"
"9/9/25 8:28","HAPSA-370","SO2",178.9,"180 ppb","M"
"9/9/25 8:29","HAPSA-370","SO2",178.7,"180 ppb","M"
"9/9/25 8:30","HAPSA-370","SO2",178.5,"180 ppb","M"
"9/9/25 8:31","HAPSA-370","SO2",178.1,"180 ppb","M"
"9/9/25 8:32","HAPSA-370","SO2",178.3,"180 ppb","M"
"9/9/25 8:33","HAPSA-370","SO2",178.2,"180 ppb","M"
"9/9/25 8:34","HAPSA-370","SO2",177.9,"180 ppb","M"
"9/9/25 8:35","HAPSA-370","SO2",178.2,"180 ppb","M"
"9/9/25 8:36","HAPSA-370","SO2",178.8,"180 ppb","M"
"9/9/25 8:37","HAPSA-370","SO2",179.1,"180 ppb","M"
"9/9/25 8:38","HAPSA-370","SO2",179.4,"180 ppb","M"
"9/9/25 8:39","HAPSA-370","SO2",179.1,"180 ppb","M"
"9/9/25 8:40","HAPSA-370","SO2",179.2,"180 ppb","M"
"9/9/25 8:41","HAPSA-370","SO2",179.1,"180 ppb","M"
"9/9/25 8:42","HAPSA-370","SO2",179.3,"180 ppb","M"
"9/9/25 8:43","HAPSA-370","SO2",178.9,"180 ppb","M"
"9/9/25 8:44","HAPSA-370","SO2",178.7,"180 ppb","M"
"9/9/25 8:45","HAPSA-370","SO2",178.9,"180 ppb","M"
"9/9/25 8:46","HAPSA-370","SO2",179.1,"180 ppb","M"
"9/9/25 8:47","HAPSA-370","SO2",179.2,"180 ppb","M"
"9/9/25 8:48","HAPSA-370","SO2",179.4,"180 ppb","M"
"9/9/25 8:49","HAPSA-370","SO2",179,"180 ppb","M"
"9/9/25 8:50","HAPSA-370","SO2",179.1,"180 ppb","M"
"9/9/25 8:51","HAPSA-370","SO2",179,"180 ppb","M"
"9/9/25 8:52","HAPSA-370","SO2",179.3,"180 ppb","M"
"9/9/25 8:53","HAPSA-370","SO2",179.4,"180 ppb","M"
"9/9/25 8:54","HAPSA-370","SO2",179.2,"180 ppb","M"
"9/9/25 8:55","HAPSA-370","SO2",179.6,"180 ppb","M"
"9/9/25 8:56","HAPSA-370","SO2",179.6,"180 ppb","M"
"9/9/25 8:57","HAPSA-370","SO2",179.7,"180 ppb","M"
"9/9/25 8:58","HAPSA-370","SO2",179.6,"180 ppb","M"
"9/9/25 8:59","HAPSA-370","SO2",179.4,"180 ppb","M"
"9/9/25 9:00","HAPSA-370","SO2",178.9,"180 ppb","M"
"9/9/25 9:01","HAPSA-370","SO2",179,"180 ppb","M"
"9/9/25 9:02","HAPSA-370","SO2",179.8,"180 ppb","M"
"9/9/25 9:03","HAPSA-370","SO2",180.1,"180 ppb","M"
