"date","device","poll","c","vg","conex"
"8/6/2025 14:26 PM","APNA-370","NO",120.6,"121 ppb","D"
"8/6/2025 14:27 PM","APNA-370","NO",120.7,"121 ppb","D"
"8/6/2025 14:28 PM","APNA-370","NO",120.9,"121 ppb","D"
"8/6/2025 14:29 PM","APNA-370","NO",121.3,"121 ppb","D"
"8/6/2025 14:30 PM","APNA-370","NO",121.4,"121 ppb","D"
"8/6/2025 14:31 PM","APNA-370","NO",120.9,"121 ppb","D"
"8/6/2025 14:32 PM","APNA-370","NO",120.8,"121 ppb","D"
"8/6/2025 14:33 PM","APNA-370","NO",120.3,"121 ppb","D"
"8/6/2025 14:34 PM","APNA-370","NO",120.5,"121 ppb","D"
"8/6/2025 14:35 PM","APNA-370","NO",120.8,"121 ppb","D"
"8/6/2025 14:36 PM","APNA-370","NO",121.1,"121 ppb","D"
"8/6/2025 14:37 PM","APNA-370","NO",121.4,"121 ppb","D"
"8/6/2025 14:38 PM","APNA-370","NO",121,"121 ppb","D"
"8/6/2025 14:39 PM","APNA-370","NO",120.4,"121 ppb","D"
"8/6/2025 14:40 PM","APNA-370","NO",120.2,"121 ppb","D"
"8/6/2025 14:41 PM","APNA-370","NO",120.3,"121 ppb","D"
"8/6/2025 14:42 PM","APNA-370","NO",120.9,"121 ppb","D"
"8/6/2025 14:43 PM","APNA-370","NO",121.2,"121 ppb","D"
"8/6/2025 14:44 PM","APNA-370","NO",121.4,"121 ppb","D"
"8/6/2025 14:45 PM","APNA-370","NO",121,"121 ppb","D"
"8/6/2025 14:46 PM","APNA-370","NO",120.7,"121 ppb","D"
"8/6/2025 14:47 PM","APNA-370","NO",120.3,"121 ppb","D"
"8/6/2025 14:48 PM","APNA-370","NO",120.1,"121 ppb","D"
"8/6/2025 14:49 PM","APNA-370","NO",120.5,"121 ppb","D"
"8/6/2025 14:50 PM","APNA-370","NO",120.9,"121 ppb","D"
"8/6/2025 14:51 PM","APNA-370","NO",120.8,"121 ppb","D"
"8/6/2025 14:52 PM","APNA-370","NO",120.5,"121 ppb","D"
"8/6/2025 14:53 PM","APNA-370","NO",120.9,"121 ppb","D"
"8/6/2025 14:54 PM","APNA-370","NO",120.6,"121 ppb","D"
"8/6/2025 14:55 PM","APNA-370","NO",120.7,"121 ppb","D"
"8/6/2025 14:56 PM","APNA-370","NO",121,"121 ppb","D"
"8/6/2025 14:57 PM","APNA-370","NO",121.1,"121 ppb","D"
"8/6/2025 14:58 PM","APNA-370","NO",121.4,"121 ppb","D"
"8/6/2025 14:59 PM","APNA-370","NO",121.5,"121 ppb","D"
"8/6/2025 15:00 PM","APNA-370","NO",120.6,"121 ppb","D"
"8/6/2025 15:01 PM","APNA-370","NO",120.5,"121 ppb","D"
"8/6/2025 15:02 PM","APNA-370","NO",120.4,"121 ppb","D"
"8/6/2025 15:03 PM","APNA-370","NO",121,"121 ppb","D"
"8/6/2025 15:04 PM","APNA-370","NO",121.4,"121 ppb","D"
"8/6/2025 15:05 PM","APNA-370","NO",121.2,"121 ppb","D"
"8/6/2025 15:06 PM","APNA-370","NO",121.1,"121 ppb","D"
"8/6/2025 15:07 PM","APNA-370","NO",121.1,"121 ppb","D"
"8/6/2025 15:08 PM","APNA-370","NO",120.7,"121 ppb","D"
