"date","device","poll","conc","vg","conex"
"8/22/25 11:46","49C","O3","80.908","80 ppb","M"
"8/22/25 11:47","49C","O3","79.473","80 ppb","M"
"8/22/25 11:48","49C","O3","79.208","80 ppb","M"
"8/22/25 11:49","49C","O3","79.713","80 ppb","M"
"8/22/25 11:50","49C","O3","79.841","80 ppb","M"
"8/22/25 11:51","49C","O3","79.962","80 ppb","M"
"8/22/25 11:52","49C","O3","79.750","80 ppb","M"
"8/22/25 11:53","49C","O3","79.434","80 ppb","M"
"8/22/25 11:54","49C","O3","80.189","80 ppb","M"
"8/22/25 11:55","49C","O3","79.965","80 ppb","M"
"8/22/25 11:56","49C","O3","80.021","80 ppb","M"
"8/22/25 11:57","49C","O3","79.245","80 ppb","M"
"8/22/25 11:58","49C","O3","79.087","80 ppb","M"
"8/22/25 11:59","49C","O3","79.043","80 ppb","M"
"8/22/25 12:00","49C","O3","79.444","80 ppb","M"
"8/22/25 12:01","49C","O3","79.956","80 ppb","M"
"8/22/25 12:02","49C","O3","80.501","80 ppb","M"
"8/22/25 12:03","49C","O3","79.952","80 ppb","M"
"8/22/25 12:04","49C","O3","79.896","80 ppb","M"
"8/22/25 12:05","49C","O3","80.311","80 ppb","M"
"8/22/25 12:06","49C","O3","80.197","80 ppb","M"
"8/22/25 12:07","49C","O3","80.299","80 ppb","M"
"8/22/25 12:08","49C","O3","79.929","80 ppb","M"
"8/22/25 12:09","49C","O3","79.549","80 ppb","M"
"8/22/25 12:10","49C","O3","80.083","80 ppb","M"
"8/22/25 12:11","49C","O3","79.317","80 ppb","M"
"8/22/25 12:12","49C","O3","79.000","80 ppb","M"
"8/22/25 12:13","49C","O3","79.565","80 ppb","M"
"8/22/25 12:14","49C","O3","80.087","80 ppb","M"
"8/22/25 12:15","49C","O3","79.699","80 ppb","M"
"8/22/25 12:16","49C","O3","79.746","80 ppb","M"
"8/22/25 12:17","49C","O3","79.259","80 ppb","M"
"8/22/25 12:18","49C","O3","79.245","80 ppb","M"
"8/22/25 12:19","49C","O3","79.568","80 ppb","M"
"8/22/25 12:20","49C","O3","79.239","80 ppb","M"
"8/22/25 12:21","49C","O3","79.646","80 ppb","M"
"8/22/25 12:22","49C","O3","78.956","80 ppb","M"
"8/22/25 12:23","49C","O3","78.821","80 ppb","M"
"8/22/25 12:24","49C","O3","79.155","80 ppb","M"
"8/22/25 12:25","49C","O3","79.423","80 ppb","M"
"8/22/25 12:26","49C","O3","79.701","80 ppb","M"
"8/22/25 12:27","49C","O3","79.442","80 ppb","M"
"8/22/25 12:28","49C","O3","79.541","80 ppb","M"
"8/22/25 12:29","49C","O3","79.579","80 ppb","M"
"8/22/25 12:30","49C","O3","79.097","80 ppb","M"
"8/22/25 12:31","49C","O3","79.876","80 ppb","M"
"8/22/25 12:32","49C","O3","79.206","80 ppb","M"
"8/22/25 12:33","49C","O3","78.875","80 ppb","M"
"8/22/25 12:34","49C","O3","79.261","80 ppb","M"
"8/22/25 12:35","49C","O3","79.667","80 ppb","M"
"8/22/25 12:36","49C","O3","80.070","80 ppb","M"
"8/22/25 12:37","49C","O3","78.917","80 ppb","M"
"8/22/25 12:38","49C","O3","78.947","80 ppb","M"
"8/22/25 12:39","49C","O3","79.384","80 ppb","M"
"8/22/25 12:40","49C","O3","79.663","80 ppb","M"
"8/22/25 12:41","49C","O3","79.588","80 ppb","M"
"8/22/25 12:42","49C","O3","79.685","80 ppb","M"
"8/22/25 12:43","49C","O3","79.803","80 ppb","M"
"8/22/25 12:44","49C","O3","79.381","80 ppb","M"
"8/22/25 12:45","49C","O3","79.665","80 ppb","M"
"8/22/25 12:46","49C","O3","79.455","80 ppb","M"
"8/22/25 12:47","49C","O3","79.537","80 ppb","M"
"8/22/25 12:48","49C","O3","79.805","80 ppb","M"
"8/22/25 12:49","49C","O3","79.761","80 ppb","M"
"8/22/25 12:50","49C","O3","78.947","80 ppb","M"
"8/22/25 12:51","49C","O3","79.343","80 ppb","M"
"8/22/25 12:52","49C","O3","79.423","80 ppb","M"
"8/22/25 12:53","49C","O3","79.583","80 ppb","M"
"8/22/25 12:54","49C","O3","79.585","80 ppb","M"
"8/22/25 12:55","49C","O3","79.940","80 ppb","M"
"8/22/25 12:56","49C","O3","79.322","80 ppb","M"
"8/22/25 12:57","49C","O3","79.397","80 ppb","M"
"8/22/25 12:58","49C","O3","79.958","80 ppb","M"
"8/22/25 12:59","49C","O3","80.281","80 ppb","M"
"8/22/25 13:00","49C","O3","79.475","80 ppb","M"
"8/22/25 13:01","49C","O3","79.570","80 ppb","M"
"8/22/25 13:02","49C","O3","79.345","80 ppb","M"
"8/22/25 13:03","49C","O3","79.667","80 ppb","M"
"8/22/25 13:04","49C","O3","79.660","80 ppb","M"
"8/22/25 13:05","49C","O3","79.479","80 ppb","M"
"8/22/25 13:06","49C","O3","79.387","80 ppb","M"
"8/22/25 13:07","49C","O3","78.901","80 ppb","M"
"8/22/25 13:08","49C","O3","79.772","80 ppb","M"
"8/22/25 13:09","49C","O3","79.283","80 ppb","M"
"8/22/25 13:10","49C","O3","78.974","80 ppb","M"
"8/22/25 13:11","49C","O3","78.280","80 ppb","M"
"8/22/25 13:12","49C","O3","78.849","80 ppb","M"
"8/22/25 13:13","49C","O3","79.410","80 ppb","M"
"8/22/25 13:14","49C","O3","79.136","80 ppb","M"
"8/22/25 13:15","49C","O3","78.455","80 ppb","M"
