"date","device","poll","conc","vg","conex"
"8/22/25 8:21","49C","O3","175.673","180 ppb","M"
"8/22/25 8:22","49C","O3","175.690","180 ppb","M"
"8/22/25 8:23","49C","O3","175.732","180 ppb","M"
"8/22/25 8:24","49C","O3","175.992","180 ppb","M"
"8/22/25 8:25","49C","O3","176.487","180 ppb","M"
"8/22/25 8:26","49C","O3","176.760","180 ppb","M"
"8/22/25 8:27","49C","O3","175.480","180 ppb","M"
"8/22/25 8:28","49C","O3","176.343","180 ppb","M"
"8/22/25 8:29","49C","O3","177.648","180 ppb","M"
"8/22/25 8:30","49C","O3","176.853","180 ppb","M"
"8/22/25 8:31","49C","O3","176.487","180 ppb","M"
"8/22/25 8:32","49C","O3","176.273","180 ppb","M"
"8/22/25 8:33","49C","O3","176.367","180 ppb","M"
"8/22/25 8:34","49C","O3","176.005","180 ppb","M"
"8/22/25 8:35","49C","O3","177.020","180 ppb","M"
"8/22/25 8:36","49C","O3","176.713","180 ppb","M"
"8/22/25 8:37","49C","O3","176.445","180 ppb","M"
"8/22/25 8:38","49C","O3","176.195","180 ppb","M"
"8/22/25 8:39","49C","O3","175.712","180 ppb","M"
"8/22/25 8:40","49C","O3","175.495","180 ppb","M"
"8/22/25 8:41","49C","O3","176.793","180 ppb","M"
"8/22/25 8:42","49C","O3","176.787","180 ppb","M"
"8/22/25 8:43","49C","O3","176.930","180 ppb","M"
"8/22/25 8:44","49C","O3","176.977","180 ppb","M"
"8/22/25 8:45","49C","O3","175.648","180 ppb","M"
"8/22/25 8:46","49C","O3","176.083","180 ppb","M"
"8/22/25 8:47","49C","O3","176.227","180 ppb","M"
"8/22/25 8:48","49C","O3","176.778","180 ppb","M"
"8/22/25 8:49","49C","O3","176.900","180 ppb","M"
"8/22/25 8:50","49C","O3","176.607","180 ppb","M"
"8/22/25 8:51","49C","O3","176.227","180 ppb","M"
"8/22/25 8:52","49C","O3","177.093","180 ppb","M"
"8/22/25 8:53","49C","O3","178.033","180 ppb","M"
"8/22/25 8:54","49C","O3","178.607","180 ppb","M"
"8/22/25 8:55","49C","O3","176.800","180 ppb","M"
"8/22/25 8:56","49C","O3","175.827","180 ppb","M"
"8/22/25 8:57","49C","O3","176.652","180 ppb","M"
"8/22/25 8:58","49C","O3","177.580","180 ppb","M"
"8/22/25 8:59","49C","O3","177.853","180 ppb","M"
"8/22/25 9:00","49C","O3","177.140","180 ppb","M"
"8/22/25 9:01","49C","O3","176.338","180 ppb","M"
"8/22/25 9:02","49C","O3","176.187","180 ppb","M"
"8/22/25 9:03","49C","O3","176.040","180 ppb","M"
"8/22/25 9:04","49C","O3","176.812","180 ppb","M"
"8/22/25 9:05","49C","O3","178.020","180 ppb","M"
"8/22/25 9:06","49C","O3","178.320","180 ppb","M"
"8/22/25 9:07","49C","O3","177.753","180 ppb","M"
"8/22/25 9:08","49C","O3","177.013","180 ppb","M"
"8/22/25 9:09","49C","O3","176.720","180 ppb","M"
"8/22/25 9:10","49C","O3","176.467","180 ppb","M"
"8/22/25 9:11","49C","O3","177.387","180 ppb","M"
"8/22/25 9:12","49C","O3","177.267","180 ppb","M"
"8/22/25 9:13","49C","O3","177.087","180 ppb","M"
"8/22/25 9:14","49C","O3","176.153","180 ppb","M"
"8/22/25 9:15","49C","O3","176.713","180 ppb","M"
"8/22/25 9:16","49C","O3","178.020","180 ppb","M"
"8/22/25 9:17","49C","O3","178.127","180 ppb","M"
"8/22/25 9:18","49C","O3","176.393","180 ppb","M"
"8/22/25 9:19","49C","O3","176.340","180 ppb","M"
"8/22/25 9:20","49C","O3","177.620","180 ppb","M"
"8/22/25 9:21","49C","O3","176.880","180 ppb","M"
"8/22/25 9:22","49C","O3","177.793","180 ppb","M"
"8/22/25 9:23","49C","O3","178.213","180 ppb","M"
"8/22/25 9:24","49C","O3","178.093","180 ppb","M"
"8/22/25 9:25","49C","O3","178.227","180 ppb","M"
"8/22/25 9:26","49C","O3","177.587","180 ppb","M"
"8/22/25 9:27","49C","O3","177.367","180 ppb","M"
"8/22/25 9:28","49C","O3","177.447","180 ppb","M"
"8/22/25 9:29","49C","O3","177.467","180 ppb","M"
"8/22/25 9:30","49C","O3","177.087","180 ppb","M"
"8/22/25 9:31","49C","O3","177.810","180 ppb","M"
"8/22/25 9:32","49C","O3","177.133","180 ppb","M"
"8/22/25 9:33","49C","O3","177.687","180 ppb","M"
"8/22/25 9:34","49C","O3","178.267","180 ppb","M"
"8/22/25 9:35","49C","O3","177.640","180 ppb","M"
"8/22/25 9:36","49C","O3","177.600","180 ppb","M"
"8/22/25 9:37","49C","O3","177.673","180 ppb","M"
"8/22/25 9:38","49C","O3","177.907","180 ppb","M"
"8/22/25 9:39","49C","O3","177.853","180 ppb","M"
"8/22/25 9:40","49C","O3","177.900","180 ppb","M"
"8/22/25 9:41","49C","O3","177.467","180 ppb","M"
"8/22/25 9:42","49C","O3","177.300","180 ppb","M"
"8/22/25 9:43","49C","O3","178.440","180 ppb","M"
"8/22/25 9:44","49C","O3","178.660","180 ppb","M"
"8/22/25 9:45","49C","O3","178.213","180 ppb","M"
"8/22/25 9:46","49C","O3","178.240","180 ppb","M"
"8/22/25 9:47","49C","O3","177.847","180 ppb","M"
"8/22/25 9:48","49C","O3","178.040","180 ppb","M"
"8/22/25 9:49","49C","O3","179.027","180 ppb","M"
"8/22/25 9:50","49C","O3","179.280","180 ppb","M"
"8/22/25 9:51","49C","O3","178.767","180 ppb","M"
"8/22/25 9:52","49C","O3","178.372","180 ppb","M"
