"date","device","poll","c","vg","conex"
"8/6/25 12:35","APNA-370","NO",180.7,"181 ppb","D"
"8/6/25 12:36","APNA-370","NO",180.1,"181 ppb","D"
"8/6/25 12:37","APNA-370","NO",180.1,"181 ppb","D"
"8/6/25 12:38","APNA-370","NO",180.4,"181 ppb","D"
"8/6/25 12:39","APNA-370","NO",180.8,"181 ppb","D"
"8/6/25 12:40","APNA-370","NO",180.8,"181 ppb","D"
"8/6/25 12:41","APNA-370","NO",180.7,"181 ppb","D"
"8/6/25 12:42","APNA-370","NO",180.8,"181 ppb","D"
"8/6/25 12:43","APNA-370","NO",180.4,"181 ppb","D"
"8/6/25 12:44","APNA-370","NO",180,"181 ppb","D"
"8/6/25 12:45","APNA-370","NO",180.4,"181 ppb","D"
"8/6/25 12:46","APNA-370","NO",180.8,"181 ppb","D"
"8/6/25 12:47","APNA-370","NO",180.9,"181 ppb","D"
"8/6/25 12:48","APNA-370","NO",181.3,"181 ppb","D"
"8/6/25 12:49","APNA-370","NO",181.2,"181 ppb","D"
"8/6/25 12:50","APNA-370","NO",180.7,"181 ppb","D"
"8/6/25 12:51","APNA-370","NO",180.6,"181 ppb","D"
"8/6/25 12:52","APNA-370","NO",180.6,"181 ppb","D"
"8/6/25 12:53","APNA-370","NO",180.7,"181 ppb","D"
"8/6/25 12:54","APNA-370","NO",180.1,"181 ppb","D"
"8/6/25 12:55","APNA-370","NO",180,"181 ppb","D"
"8/6/25 12:56","APNA-370","NO",180.4,"181 ppb","D"
"8/6/25 12:57","APNA-370","NO",181.1,"181 ppb","D"
