"date","device","poll","conc","vg","conex"
"8/22/25 14:44","49C","O3","40.303","40 ppb","M"
"8/22/25 14:45","49C","O3","40.207","40 ppb","M"
"8/22/25 14:46","49C","O3","40.389","40 ppb","M"
"8/22/25 14:47","49C","O3","40.231","40 ppb","M"
"8/22/25 14:48","49C","O3","40.283","40 ppb","M"
"8/22/25 14:49","49C","O3","40.207","40 ppb","M"
"8/22/25 14:50","49C","O3","39.893","40 ppb","M"
"8/22/25 14:51","49C","O3","39.936","40 ppb","M"
"8/22/25 14:52","49C","O3","40.063","40 ppb","M"
"8/22/25 14:53","49C","O3","39.736","40 ppb","M"
"8/22/25 14:54","49C","O3","40.313","40 ppb","M"
"8/22/25 14:55","49C","O3","40.419","40 ppb","M"
"8/22/25 14:56","49C","O3","40.115","40 ppb","M"
"8/22/25 14:57","49C","O3","40.107","40 ppb","M"
"8/22/25 14:58","49C","O3","39.980","40 ppb","M"
"8/22/25 14:59","49C","O3","40.079","40 ppb","M"
"8/22/25 15:00","49C","O3","40.113","40 ppb","M"
