"date","device","poll","conc","vg","conex"
"08/13/25 15:10","49C","O3","40.151","40 ppb","D"
"08/13/25 15:11","49C","O3","40.001","40 ppb","D"
"08/13/25 15:12","49C","O3","40.432","40 ppb","D"
"08/13/25 15:13","49C","O3","40.485","40 ppb","D"
"08/13/25 15:14","49C","O3","40.862","40 ppb","D"
"08/13/25 15:15","49C","O3","40.885","40 ppb","D"
"08/13/25 15:16","49C","O3","40.79","40 ppb","D"
"08/13/25 15:17","49C","O3","40.869","40 ppb","D"
"08/13/25 15:18","49C","O3","40.491","40 ppb","D"
"08/13/25 15:19","49C","O3","40.58","40 ppb","D"
"08/13/25 15:20","49C","O3","40.478","40 ppb","D"
"08/13/25 15:21","49C","O3","40.745","40 ppb","D"
"08/13/25 15:22","49C","O3","40.413","40 ppb","D"
"08/13/25 15:23","49C","O3","40.581","40 ppb","D"
"08/13/25 15:24","49C","O3","40.851","40 ppb","D"
"08/13/25 15:25","49C","O3","40.762","40 ppb","D"
"08/13/25 15:26","49C","O3","40.915","40 ppb","D"
"08/13/25 15:27","49C","O3","40.509","40 ppb","D"
"08/13/25 15:28","49C","O3","40.449","40 ppb","D"
"08/13/25 15:29","49C","O3","40.778","40 ppb","D"
"08/13/25 15:30","49C","O3","40.777","40 ppb","D"
"08/13/25 15:31","49C","O3","40.86","40 ppb","D"
"08/13/25 15:32","49C","O3","40.947","40 ppb","D"
"08/13/25 15:33","49C","O3","40.673","40 ppb","D"
"08/13/25 15:34","49C","O3","40.74","40 ppb","D"
"08/13/25 15:35","49C","O3","40.505","40 ppb","D"
"08/13/25 15:36","49C","O3","40.596","40 ppb","D"
"08/13/25 15:37","49C","O3","40.974","40 ppb","D"
"08/13/25 15:38","49C","O3","41.096","40 ppb","D"
"08/13/25 15:39","49C","O3","41.004","40 ppb","D"
"08/13/25 15:40","49C","O3","41.146","40 ppb","D"
"08/13/25 15:41","49C","O3","41.06","40 ppb","D"
"08/13/25 15:42","49C","O3","41.285","40 ppb","D"
"08/13/25 15:43","49C","O3","41.45","40 ppb","D"
"08/13/25 15:44","49C","O3","41.54","40 ppb","D"
"08/13/25 15:45","49C","O3","41.249","40 ppb","D"
"08/13/25 15:46","49C","O3","41.009","40 ppb","D"
"08/13/25 15:47","49C","O3","40.997","40 ppb","D"
"08/13/25 15:48","49C","O3","40.677","40 ppb","D"
"08/13/25 15:49","49C","O3","40.992","40 ppb","D"
"08/13/25 15:50","49C","O3","41.325","40 ppb","D"
"08/13/25 15:51","49C","O3","41.033","40 ppb","D"
"08/13/25 15:52","49C","O3","41.012","40 ppb","D"
"08/13/25 15:53","49C","O3","41.17","40 ppb","D"
"08/13/25 15:54","49C","O3","41.575","40 ppb","D"
"08/13/25 15:55","49C","O3","40.932","40 ppb","D"
"08/13/25 15:56","49C","O3","41.075","40 ppb","D"
"08/13/25 15:57","49C","O3","40.743","40 ppb","D"
"08/13/25 15:58","49C","O3","41.224","40 ppb","D"
"08/13/25 15:59","49C","O3","41.089","40 ppb","D"
"08/13/25 16:00","49C","O3","41.595","40 ppb","D"
"08/13/25 16:01","49C","O3","41.275","40 ppb","D"
"08/13/25 16:02","49C","O3","40.959","40 ppb","D"
"08/13/25 16:03","49C","O3","40.941","40 ppb","D"
"08/13/25 16:04","49C","O3","40.212","40 ppb","D"
"08/13/25 16:05","49C","O3","40.417","40 ppb","D"
"08/13/25 16:06","49C","O3","40.607","40 ppb","D"
"08/13/25 16:07","49C","O3","41.058","40 ppb","D"
"08/13/25 16:08","49C","O3","41.025","40 ppb","D"
"08/13/25 16:09","49C","O3","41.196","40 ppb","D"
"08/13/25 16:10","49C","O3","41.066","40 ppb","D"
"08/13/25 16:11","49C","O3","40.854","40 ppb","D"
"08/13/25 16:12","49C","O3","40.177","40 ppb","D"
"08/13/25 16:13","49C","O3","40.824","40 ppb","D"
"08/13/25 16:14","49C","O3","40.393","40 ppb","D"
"08/13/25 16:15","49C","O3","40.799","40 ppb","D"
"08/13/25 16:16","49C","O3","40.735","40 ppb","D"
"08/13/25 16:17","49C","O3","41.099","40 ppb","D"
"08/13/25 16:18","49C","O3","40.816","40 ppb","D"
"08/13/25 16:19","49C","O3","40.644","40 ppb","D"
"08/13/25 16:20","49C","O3","40.454","40 ppb","D"
"08/13/25 16:21","49C","O3","40.223","40 ppb","D"
"08/13/25 16:22","49C","O3","40.609","40 ppb","D"
"08/13/25 16:23","49C","O3","40.706","40 ppb","D"
"08/13/25 16:24","49C","O3","40.419","40 ppb","D"
"08/13/25 16:25","49C","O3","41.051","40 ppb","D"
"08/13/25 16:26","49C","O3","40.515","40 ppb","D"
"08/13/25 16:27","49C","O3","40.797","40 ppb","D"
"08/13/25 16:28","49C","O3","40.748","40 ppb","D"
"08/13/25 16:29","49C","O3","41.138","40 ppb","D"
"08/13/25 16:30","49C","O3","40.636","40 ppb","D"
"08/13/25 16:31","49C","O3","41.243","40 ppb","D"
"08/13/25 16:32","49C","O3","41.126","40 ppb","D"
"08/13/25 16:33","49C","O3","41.167","40 ppb","D"
"08/13/25 16:34","49C","O3","41.219","40 ppb","D"
"08/13/25 16:35","49C","O3","41.715","40 ppb","D"
