"date","device","poll","c","vg","conex"
"8/6/2025 16:35 PM","APNA-370","NO",38.37,"122 ppb","D"
"8/6/2025 16:36 PM","APNA-370","NO",40.18,"122 ppb","D"
"8/6/2025 16:37 PM","APNA-370","NO",39.85,"122 ppb","D"
"8/6/2025 16:38 PM","APNA-370","NO",39.78,"122 ppb","D"
"8/6/2025 16:39 PM","APNA-370","NO",40.55,"122 ppb","D"
"8/6/2025 16:40 PM","APNA-370","NO",40.66,"122 ppb","D"
"8/6/2025 16:41 PM","APNA-370","NO",40.4,"122 ppb","D"
"8/6/2025 16:42 PM","APNA-370","NO",40.46,"122 ppb","D"
"8/6/2025 16:43 PM","APNA-370","NO",41.11,"122 ppb","D"
"8/6/2025 16:44 PM","APNA-370","NO",41.59,"122 ppb","D"
"8/6/2025 16:45 PM","APNA-370","NO",41.55,"122 ppb","D"
"8/6/2025 16:46 PM","APNA-370","NO",41.1,"122 ppb","D"
"8/6/2025 16:47 PM","APNA-370","NO",40.56,"122 ppb","D"
"8/6/2025 16:48 PM","APNA-370","NO",40.48,"122 ppb","D"
"8/6/2025 16:49 PM","APNA-370","NO",40.52,"122 ppb","D"
"8/6/2025 16:50 PM","APNA-370","NO",40.49,"122 ppb","D"
"8/6/2025 16:51 PM","APNA-370","NO",41.01,"122 ppb","D"
"8/6/2025 16:52 PM","APNA-370","NO",41.27,"122 ppb","D"
"8/6/2025 16:53 PM","APNA-370","NO",41.12,"122 ppb","D"
"8/6/2025 16:54 PM","APNA-370","NO",40.96,"122 ppb","D"
"8/6/2025 16:55 PM","APNA-370","NO",40.15,"122 ppb","D"
"8/6/2025 16:56 PM","APNA-370","NO",40.47,"122 ppb","D"
"8/6/2025 16:57 PM","APNA-370","NO",40.84,"122 ppb","D"
"8/6/2025 16:58 PM","APNA-370","NO",40.63,"122 ppb","D"
"8/6/2025 16:59 PM","APNA-370","NO",40.39,"122 ppb","D"
"8/6/2025 17:00 PM","APNA-370","NO",40.65,"122 ppb","D"
"8/6/2025 17:01 PM","APNA-370","NO",40.63,"122 ppb","D"
"8/6/2025 17:02 PM","APNA-370","NO",40.42,"122 ppb","D"
"8/6/2025 17:03 PM","APNA-370","NO",40.64,"122 ppb","D"
"8/6/2025 17:04 PM","APNA-370","NO",40.81,"122 ppb","D"
"8/6/2025 17:05 PM","APNA-370","NO",41,"122 ppb","D"
"8/6/2025 17:06 PM","APNA-370","NO",41.78,"122 ppb","D"
"8/6/2025 17:07 PM","APNA-370","NO",41.46,"122 ppb","D"
"8/6/2025 17:08 PM","APNA-370","NO",40.83,"122 ppb","D"
"8/6/2025 17:09 PM","APNA-370","NO",40.91,"122 ppb","D"
"8/6/2025 17:10 PM","APNA-370","NO",41.05,"122 ppb","D"
"8/6/2025 17:11 PM","APNA-370","NO",40.85,"122 ppb","D"
"8/6/2025 17:12 PM","APNA-370","NO",41.12,"122 ppb","D"
"8/6/2025 17:13 PM","APNA-370","NO",40.92,"122 ppb","D"
"8/6/2025 17:14 PM","APNA-370","NO",40.59,"122 ppb","D"
"8/6/2025 17:15 PM","APNA-370","NO",40.82,"122 ppb","D"
