"date","device","poll","c","vg","conex"
"9/4/25 14:25","HAPSA-370","SO2",19.9,"20 ppb","D"
"9/4/25 14:26","HAPSA-370","SO2",19.7,"20 ppb","D"
"9/4/25 14:27","HAPSA-370","SO2",20,"20 ppb","D"
"9/4/25 14:28","HAPSA-370","SO2",20,"20 ppb","D"
"9/4/25 14:29","HAPSA-370","SO2",20,"20 ppb","D"
"9/4/25 14:30","HAPSA-370","SO2",19.7,"20 ppb","D"
"9/4/25 14:31","HAPSA-370","SO2",19.7,"20 ppb","D"
"9/4/25 14:32","HAPSA-370","SO2",19.7,"20 ppb","D"
"9/4/25 14:33","HAPSA-370","SO2",19.7,"20 ppb","D"
"9/4/25 14:34","HAPSA-370","SO2",19.8,"20 ppb","D"
"9/4/25 14:35","HAPSA-370","SO2",19.6,"20 ppb","D"
"9/4/25 14:36","HAPSA-370","SO2",19.3,"20 ppb","D"
"9/4/25 14:37","HAPSA-370","SO2",19.3,"20 ppb","D"
"9/4/25 14:38","HAPSA-370","SO2",19.4,"20 ppb","D"
"9/4/25 14:39","HAPSA-370","SO2",19.4,"20 ppb","D"
"9/4/25 14:40","HAPSA-370","SO2",19.5,"20 ppb","D"
"9/4/25 14:41","HAPSA-370","SO2",19.6,"20 ppb","D"
"9/4/25 14:42","HAPSA-370","SO2",19.2,"20 ppb","D"
"9/4/25 14:43","HAPSA-370","SO2",19.1,"20 ppb","D"
"9/4/25 14:44","HAPSA-370","SO2",19.1,"20 ppb","D"
"9/4/25 14:45","HAPSA-370","SO2",19.1,"20 ppb","D"
"9/4/25 14:46","HAPSA-370","SO2",19.2,"20 ppb","D"
"9/4/25 14:47","HAPSA-370","SO2",19.1,"20 ppb","D"
"9/4/25 14:48","HAPSA-370","SO2",19,"20 ppb","D"
"9/4/25 14:49","HAPSA-370","SO2",19,"20 ppb","D"
"9/4/25 14:50","HAPSA-370","SO2",19.2,"20 ppb","D"
"9/4/25 14:51","HAPSA-370","SO2",19.3,"20 ppb","D"
"9/4/25 14:52","HAPSA-370","SO2",19.2,"20 ppb","D"
"9/4/25 14:53","HAPSA-370","SO2",19.2,"20 ppb","D"
"9/4/25 14:54","HAPSA-370","SO2",19.2,"20 ppb","D"
"9/4/25 14:55","HAPSA-370","SO2",18.9,"20 ppb","D"
"9/4/25 14:56","HAPSA-370","SO2",19.4,"20 ppb","D"
"9/4/25 14:57","HAPSA-370","SO2",19.6,"20 ppb","D"
"9/4/25 14:58","HAPSA-370","SO2",19.4,"20 ppb","D"
"9/4/25 14:59","HAPSA-370","SO2",19.5,"20 ppb","D"
"9/4/25 15:00","HAPSA-370","SO2",19.3,"20 ppb","D"
"9/4/25 15:01","HAPSA-370","SO2",19.5,"20 ppb","D"
"9/4/25 15:02","HAPSA-370","SO2",19.7,"20 ppb","D"
"9/4/25 15:03","HAPSA-370","SO2",19.7,"20 ppb","D"
"9/4/25 15:04","HAPSA-370","SO2",20,"20 ppb","D"
"9/4/25 15:05","HAPSA-370","SO2",20.1,"20 ppb","D"
"9/4/25 15:06","HAPSA-370","SO2",19.9,"20 ppb","D"
