"date","device","poll","c","vg","conex"
"9/9/25 9:36","HAPSA-370","SO2",138.2,"140 ppb","M"
"9/9/25 9:37","HAPSA-370","SO2",138.3,"140 ppb","M"
"9/9/25 9:38","HAPSA-370","SO2",138.2,"140 ppb","M"
"9/9/25 9:39","HAPSA-370","SO2",138.5,"140 ppb","M"
"9/9/25 9:40","HAPSA-370","SO2",138.5,"140 ppb","M"
"9/9/25 9:41","HAPSA-370","SO2",138.7,"140 ppb","M"
"9/9/25 9:42","HAPSA-370","SO2",138.8,"140 ppb","M"
"9/9/25 9:43","HAPSA-370","SO2",138.9,"140 ppb","M"
"9/9/25 9:44","HAPSA-370","SO2",138.8,"140 ppb","M"
"9/9/25 9:45","HAPSA-370","SO2",138.4,"140 ppb","M"
"9/9/25 9:46","HAPSA-370","SO2",138.6,"140 ppb","M"
"9/9/25 9:47","HAPSA-370","SO2",138.8,"140 ppb","M"
"9/9/25 9:48","HAPSA-370","SO2",138.7,"140 ppb","M"
"9/9/25 9:49","HAPSA-370","SO2",139.3,"140 ppb","M"
"9/9/25 9:50","HAPSA-370","SO2",139.4,"140 ppb","M"
"9/9/25 9:51","HAPSA-370","SO2",139,"140 ppb","M"
"9/9/25 9:52","HAPSA-370","SO2",138.8,"140 ppb","M"
"9/9/25 9:53","HAPSA-370","SO2",139.3,"140 ppb","M"
"9/9/25 9:54","HAPSA-370","SO2",139.1,"140 ppb","M"
"9/9/25 9:55","HAPSA-370","SO2",139.2,"140 ppb","M"
"9/9/25 9:56","HAPSA-370","SO2",139.2,"140 ppb","M"
"9/9/25 9:57","HAPSA-370","SO2",139.7,"140 ppb","M"
"9/9/25 9:58","HAPSA-370","SO2",139.6,"140 ppb","M"
"9/9/25 9:59","HAPSA-370","SO2",139,"140 ppb","M"
"9/9/25 10:00","HAPSA-370","SO2",139,"140 ppb","M"
"9/9/25 10:01","HAPSA-370","SO2",139.5,"140 ppb","M"
"9/9/25 10:02","HAPSA-370","SO2",139.5,"140 ppb","M"
"9/9/25 10:03","HAPSA-370","SO2",139.4,"140 ppb","M"
"9/9/25 10:04","HAPSA-370","SO2",139.5,"140 ppb","M"
"9/9/25 10:05","HAPSA-370","SO2",139.3,"140 ppb","M"
"9/9/25 10:06","HAPSA-370","SO2",139.3,"140 ppb","M"
"9/9/25 10:07","HAPSA-370","SO2",139.8,"140 ppb","M"
"9/9/25 10:08","HAPSA-370","SO2",139.5,"140 ppb","M"
"9/9/25 10:09","HAPSA-370","SO2",139.4,"140 ppb","M"
"9/9/25 10:10","HAPSA-370","SO2",139.6,"140 ppb","M"
"9/9/25 10:11","HAPSA-370","SO2",139.5,"140 ppb","M"
"9/9/25 10:12","HAPSA-370","SO2",139.7,"140 ppb","M"
"9/9/25 10:13","HAPSA-370","SO2",139.2,"140 ppb","M"
"9/9/25 10:14","HAPSA-370","SO2",139,"140 ppb","M"
"9/9/25 10:15","HAPSA-370","SO2",138.9,"140 ppb","M"
"9/9/25 10:16","HAPSA-370","SO2",139,"140 ppb","M"
"9/9/25 10:17","HAPSA-370","SO2",138.7,"140 ppb","M"
"9/9/25 10:18","HAPSA-370","SO2",138.5,"140 ppb","M"
"9/9/25 10:19","HAPSA-370","SO2",138.2,"140 ppb","M"
"9/9/25 10:20","HAPSA-370","SO2",138.1,"140 ppb","M"
"9/9/25 10:21","HAPSA-370","SO2",138.1,"140 ppb","M"
"9/9/25 10:22","HAPSA-370","SO2",137.9,"140 ppb","M"
"9/9/25 10:23","HAPSA-370","SO2",138.3,"140 ppb","M"
"9/9/25 10:24","HAPSA-370","SO2",137.6,"140 ppb","M"
"9/9/25 10:25","HAPSA-370","SO2",137.9,"140 ppb","M"
"9/9/25 10:26","HAPSA-370","SO2",137.9,"140 ppb","M"
"9/9/25 10:27","HAPSA-370","SO2",137.6,"140 ppb","M"
"9/9/25 10:28","HAPSA-370","SO2",137.6,"140 ppb","M"
"9/9/25 10:29","HAPSA-370","SO2",137.8,"140 ppb","M"
"9/9/25 10:30","HAPSA-370","SO2",137.7,"140 ppb","M"
"9/9/25 10:31","HAPSA-370","SO2",137.4,"140 ppb","M"
"9/9/25 10:32","HAPSA-370","SO2",137.4,"140 ppb","M"
"9/9/25 10:33","HAPSA-370","SO2",137.3,"140 ppb","M"
"9/9/25 10:34","HAPSA-370","SO2",137,"140 ppb","M"
