"date","device","poll","c","vg","conex"
"9/9/25 9:08","HAPSA-370","SO2",140.2,"140 ppb","M"
"9/9/25 9:09","HAPSA-370","SO2",139.8,"140 ppb","M"
"9/9/25 9:10","HAPSA-370","SO2",140.2,"140 ppb","M"
"9/9/25 9:11","HAPSA-370","SO2",139.9,"140 ppb","M"
"9/9/25 9:12","HAPSA-370","SO2",139.4,"140 ppb","M"
"9/9/25 9:13","HAPSA-370","SO2",139.1,"140 ppb","M"
"9/9/25 9:14","HAPSA-370","SO2",138.6,"140 ppb","M"
"9/9/25 9:15","HAPSA-370","SO2",138.5,"140 ppb","M"
"9/9/25 9:16","HAPSA-370","SO2",138.7,"140 ppb","M"
"9/9/25 9:17","HAPSA-370","SO2",138.7,"140 ppb","M"
"9/9/25 9:18","HAPSA-370","SO2",138.5,"140 ppb","M"
"9/9/25 9:19","HAPSA-370","SO2",138.4,"140 ppb","M"
"9/9/25 9:20","HAPSA-370","SO2",138.4,"140 ppb","M"
"9/9/25 9:21","HAPSA-370","SO2",138.9,"140 ppb","M"
"9/9/25 9:22","HAPSA-370","SO2",138.3,"140 ppb","M"
"9/9/25 9:23","HAPSA-370","SO2",137.9,"140 ppb","M"
"9/9/25 9:24","HAPSA-370","SO2",137.6,"140 ppb","M"
"9/9/25 9:25","HAPSA-370","SO2",137.6,"140 ppb","M"
"9/9/25 9:26","HAPSA-370","SO2",138.1,"140 ppb","M"
"9/9/25 9:27","HAPSA-370","SO2",137.7,"140 ppb","M"
"9/9/25 9:28","HAPSA-370","SO2",137.2,"140 ppb","M"
"9/9/25 9:29","HAPSA-370","SO2",137.3,"140 ppb","M"
"9/9/25 9:30","HAPSA-370","SO2",137.6,"140 ppb","M"
"9/9/25 9:31","HAPSA-370","SO2",137.9,"140 ppb","M"
"9/9/25 9:32","HAPSA-370","SO2",138.1,"140 ppb","M"
"9/9/25 9:33","HAPSA-370","SO2",138.4,"140 ppb","M"
"9/9/25 9:34","HAPSA-370","SO2",138.6,"140 ppb","M"
"9/9/25 9:35","HAPSA-370","SO2",138.4,"140 ppb","M"
